ID,Sales
T1192791,48732.06
T1192792,26197.47
T1192793,52506.38
T1192794,34564.76
T1192795,41363.48
T1192796,34691.66
T1192797,31278.19
T1192798,34105.14
T1192799,28608.07
T1192800,46381.83
T1192801,39867.03
T1192802,33735.83
T1192803,41932.7
T1192804,42722.16
T1192805,30168.75
T1192806,60204.51
T1192807,37187.26
T1192808,35353.82
T1192809,43920.64
T1192810,34687.12
T1192811,70572.46
T1192812,55610.82
T1192813,36980.76
T1192814,55369.08
T1192815,47980.65
T1192816,35862.94
T1192817,43499.59
T1192818,40253.67
T1192819,43197.14
T1192820,56242.47
T1192821,36347.86
T1192822,33347.66
T1192823,43315.7
T1192824,48199.02
T1192825,33383.67
T1192826,45980.83
T1192827,32150.52
T1192828,37200.69
T1192829,22918.04
T1192830,37911.16
T1192831,49975.56
T1192832,43935.96
T1192833,43387.72
T1192834,43766.46
T1192835,37898.6
T1192836,33654.99
T1192837,58359.47
T1192838,26740.79
T1192839,35178.12
T1192840,43597.04
T1192841,49333.04
T1192842,67261.53
T1192843,59626.9
T1192844,56820.16
T1192845,43482.72
T1192846,30231.45
T1192847,19771.03
T1192848,62514.03
T1192849,47206.9
T1192850,33865.37
T1192851,56923.11
T1192852,43606.98
T1192853,58682.84
T1192854,40005.37
T1192855,41274.34
T1192856,36553.38
T1192857,36648.84
T1192858,42922.72
T1192859,33406.13
T1192860,34711.34
T1192861,42701.06
T1192862,37583.24
T1192863,44402.77
T1192864,47775.31
T1192865,36338.12
T1192866,35091.51
T1192867,30496.1
T1192868,43169.25
T1192869,25431.46
T1192870,34440.8
T1192871,43775.87
T1192872,40793.75
T1192873,30023.54
T1192874,48038.05
T1192875,20648.02
T1192876,37488.32
T1192877,48237.82
T1192878,34988.91
T1192879,28300.72
T1192880,29267.3
T1192881,74269.62
T1192882,50049.1
T1192883,47313.47
T1192884,48610.95
T1192885,45147.53
T1192886,47378.77
T1192887,26803.13
T1192888,43034.66
T1192889,43335.75
T1192890,34850.02
T1192891,34629.25
T1192892,27234.84
T1192893,34491.42
T1192894,43913.64
T1192895,58520.69
T1192896,43419.49
T1192897,44052.34
T1192898,26751.92
T1192899,34457.56
T1192900,35142.18
T1192901,26442.17
T1192902,26363.67
T1192903,20419.56
T1192904,37632.28
T1192905,35107.68
T1192906,38186.18
T1192907,69926.82
T1192908,43187.21
T1192909,30614.32
T1192910,53457.63
T1192911,35310.95
T1192912,29898.98
T1192913,34268.18
T1192914,46388.92
T1192915,35606.98
T1192916,33729.2
T1192917,25711.11
T1192918,58142.6
T1192919,35374.47
T1192920,29130.0
T1192921,30173.45
T1192922,48250.22
T1192923,20915.09
T1192924,33590.61
T1192925,36548.94
T1192926,55691.8
T1192927,60026.73
T1192928,35157.03
T1192929,58258.19
T1192930,44577.52
T1192931,38057.13
T1192932,34873.41
T1192933,44012.9
T1192934,27715.93
T1192935,26902.61
T1192936,57369.88
T1192937,46498.04
T1192938,34791.75
T1192939,80607.06
T1192940,56115.71
T1192941,35183.06
T1192942,26792.13
T1192943,34695.5
T1192944,42066.27
T1192945,44139.53
T1192946,44472.97
T1192947,26875.77
T1192948,43795.23
T1192949,25901.12
T1192950,46988.12
T1192951,47877.87
T1192952,56520.86
T1192953,49256.22
T1192954,29639.32
T1192955,23769.35
T1192956,34871.14
T1192957,58315.9
T1192958,43301.61
T1192959,37104.49
T1192960,39614.06
T1192961,37806.37
T1192962,37797.97
T1192963,35276.56
T1192964,57591.21
T1192965,20516.97
T1192966,35721.89
T1192967,47705.08
T1192968,52769.55
T1192969,35535.94
T1192970,55830.84
T1192971,43333.61
T1192972,43677.44
T1192973,43290.99
T1192974,29163.13
T1192975,56901.02
T1192976,35171.2
T1192977,41335.1
T1192978,35728.53
T1192979,47682.57
T1192980,47040.7
T1192981,27324.96
T1192982,56991.53
T1192983,55325.78
T1192984,55243.76
T1192985,44828.98
T1192986,31070.2
T1192987,34059.26
T1192988,29072.4
T1192989,26119.02
T1192990,33816.23
T1192991,43192.1
T1192992,56780.32
T1192993,79402.02
T1192994,26407.32
T1192995,36384.21
T1192996,30731.91
T1192997,57369.88
T1192998,29335.22
T1192999,34179.42
T1193000,44254.73
T1193001,29977.87
T1193002,26604.2
T1193003,29977.87
T1193004,56275.2
T1193005,42885.07
T1193006,54629.0
T1193007,26746.95
T1193008,35178.12
T1193009,49777.02
T1193010,35632.78
T1193011,43153.41
T1193012,54986.95
T1193013,51832.35
T1193014,26105.07
T1193015,20628.47
T1193016,57548.29
T1193017,60772.8
T1193018,46418.76
T1193019,25757.81
T1193020,30391.88
T1193021,26659.67
T1193022,30167.09
T1193023,30046.27
T1193024,34587.87
T1193025,46450.71
T1193026,43874.76
T1193027,34966.88
T1193028,38156.86
T1193029,30314.01
T1193030,34964.72
T1193031,30374.19
T1193032,46075.2
T1193033,39401.89
T1193034,47967.84
T1193035,36807.81
T1193036,26580.6
T1193037,53055.08
T1193038,20488.22
T1193039,61374.54
T1193040,47691.91
T1193041,61157.51
T1193042,52889.64
T1193043,33296.24
T1193044,49722.71
T1193045,71964.69
T1193046,28850.75
T1193047,48887.75
T1193048,34609.46
T1193049,42901.95
T1193050,37281.19
T1193051,20469.86
T1193052,59543.22
T1193053,29291.72
T1193054,19812.56
T1193055,38134.54
T1193056,30249.85
T1193057,29046.37
T1193058,35429.06
T1193059,33842.73
T1193060,35261.35
T1193061,26254.96
T1193062,33674.75
T1193063,40668.51
T1193064,61105.14
T1193065,34288.8
T1193066,47760.32
T1193067,26627.54
T1193068,31290.09
T1193069,70925.53
T1193070,31226.67
T1193071,54558.29
T1193072,40482.71
T1193073,71243.14
T1193074,33484.92
T1193075,43120.63
T1193076,28917.68
T1193077,57842.72
T1193078,58317.06
T1193079,43089.09
T1193080,38331.3
T1193081,29800.13
T1193082,34206.32
T1193083,33698.25
T1193084,23519.1
T1193085,59383.55
T1193086,36503.59
T1193087,29051.66
T1193088,36540.1
T1193089,28623.85
T1193090,47661.83
T1193091,43953.54
T1193092,35059.57
T1193093,79210.99
T1193094,52048.52
T1193095,60164.15
T1193096,27450.34
T1193097,34319.98
T1193098,30090.1
T1193099,20619.72
T1193100,39259.94
T1193101,38050.89
T1193102,44668.7
T1193103,34567.69
T1193104,29063.34
T1193105,64976.25
T1193106,44411.51
T1193107,35364.05
T1193108,58266.84
T1193109,52335.53
T1193110,46338.45
T1193111,57122.16
T1193112,35330.55
T1193113,72708.82
T1193114,55875.02
T1193115,43119.45
T1193116,55809.97
T1193117,54418.18
T1193118,20604.52
T1193119,25838.82
T1193120,31115.14
T1193121,43000.65
T1193122,57720.06
T1193123,33986.59
T1193124,53114.43
T1193125,43276.19
T1193126,29929.95
T1193127,35124.07
T1193128,45726.11
T1193129,57380.24
T1193130,43164.28
T1193131,29027.51
T1193132,43416.9
T1193133,75450.6
T1193134,32395.11
T1193135,45953.9
T1193136,26816.1
T1193137,26758.94
T1193138,19755.84
T1193139,28548.6
T1193140,40935.36
T1193141,29617.88
T1193142,46129.7
T1193143,44157.38
T1193144,44095.13
T1193145,34659.07
T1193146,60076.39
T1193147,21105.19
T1193148,33225.53
T1193149,34930.48
T1193150,33860.36
T1193151,26526.06
T1193152,31352.52
T1193153,70224.13
T1193154,34934.83
T1193155,43817.65
T1193156,39396.84
T1193157,34353.7
T1193158,40306.5
T1193159,33691.94
T1193160,73928.76
T1193161,34135.34
T1193162,26158.85
T1193163,36609.94
T1193164,42865.26
T1193165,52857.5
T1193166,43338.3
T1193167,37014.7
T1193168,67054.66
T1193169,20415.8
T1193170,44079.27
T1193171,36665.17
T1193172,49028.17
T1193173,43424.19
T1193174,39658.68
T1193175,58392.64
T1193176,48354.06
T1193177,20616.3
T1193178,44271.18
T1193179,36396.79
T1193180,38206.15
T1193181,38107.98
T1193182,26642.45
T1193183,32168.71
T1193184,38222.53
T1193185,55283.03
T1193186,48324.71
T1193187,49792.28
T1193188,35330.76
T1193189,47542.66
T1193190,47650.35
T1193191,43674.65
T1193192,37554.41
T1193193,28995.41
T1193194,26307.52
T1193195,43009.66
T1193196,43154.94
T1193197,40677.67
T1193198,20438.76
T1193199,56169.38
T1193200,49012.75
T1193201,43659.65
T1193202,26819.29
T1193203,56810.33
T1193204,43502.15
T1193205,46489.92
T1193206,19313.7
T1193207,47617.11
T1193208,20377.2
T1193209,42960.97
T1193210,19702.49
T1193211,56606.1
T1193212,33863.38
T1193213,26739.98
T1193214,52867.6
T1193215,34966.42
T1193216,39493.58
T1193217,34864.42
T1193218,43999.52
T1193219,20467.04
T1193220,46483.65
T1193221,29685.98
T1193222,49344.09
T1193223,34400.79
T1193224,47626.59
T1193225,54397.69
T1193226,34677.2
T1193227,33446.75
T1193228,56892.16
T1193229,49589.43
T1193230,30580.12
T1193231,48360.52
T1193232,43558.96
T1193233,69657.41
T1193234,30436.93
T1193235,55200.21
T1193236,23054.94
T1193237,34135.37
T1193238,26344.71
T1193239,30237.38
T1193240,50159.44
T1193241,19407.84
T1193242,54520.74
T1193243,57524.81
T1193244,42630.5
T1193245,43818.68
T1193246,43725.77
T1193247,72743.24
T1193248,42980.49
T1193249,37568.72
T1193250,53695.33
T1193251,33963.81
T1193252,39931.73
T1193253,41650.93
T1193254,42812.5
T1193255,34975.13
T1193256,59894.86
T1193257,59795.8
T1193258,37678.52
T1193259,26737.29
T1193260,43571.79
T1193261,45306.62
T1193262,43386.7
T1193263,25372.72
T1193264,34387.36
T1193265,40522.35
T1193266,29985.39
T1193267,34843.44
T1193268,34892.61
T1193269,28367.11
T1193270,47183.62
T1193271,29262.69
T1193272,50200.91
T1193273,69316.42
T1193274,68975.12
T1193275,43960.36
T1193276,47732.02
T1193277,34874.48
T1193278,28605.76
T1193279,33751.53
T1193280,43485.34
T1193281,31294.22
T1193282,38893.88
T1193283,43098.37
T1193284,54402.55
T1193285,74444.49
T1193286,60024.41
T1193287,34395.8
T1193288,26516.03
T1193289,34559.85
T1193290,36428.35
T1193291,44600.82
T1193292,26600.95
T1193293,40951.88
T1193294,37871.07
T1193295,37246.08
T1193296,37999.37
T1193297,49491.56
T1193298,43191.96
T1193299,43588.58
T1193300,33344.7
T1193301,34654.72
T1193302,72205.24
T1193303,26716.74
T1193304,72267.42
T1193305,34858.07
T1193306,67088.2
T1193307,59731.5
T1193308,34717.29
T1193309,30433.53
T1193310,43421.42
T1193311,34987.81
T1193312,43598.23
T1193313,43783.8
T1193314,32025.09
T1193315,43041.31
T1193316,43392.66
T1193317,35124.79
T1193318,33389.47
T1193319,33566.41
T1193320,29713.98
T1193321,30463.83
T1193322,37804.29
T1193323,36961.99
T1193324,55354.12
T1193325,53208.96
T1193326,60591.26
T1193327,47430.03
T1193328,30327.89
T1193329,46090.34
T1193330,72938.63
T1193331,29363.31
T1193332,33764.8
T1193333,36825.8
T1193334,43053.68
T1193335,44111.65
T1193336,39901.45
T1193337,26050.95
T1193338,34343.16
T1193339,34391.97
T1193340,35355.81
T1193341,26216.33
T1193342,40150.91
T1193343,33711.29
T1193344,31110.57
T1193345,32949.02
T1193346,28981.73
T1193347,48561.09
T1193348,59924.21
T1193349,34864.53
T1193350,19742.68
T1193351,30237.94
T1193352,42532.13
T1193353,20452.26
T1193354,58490.71
T1193355,24165.95
T1193356,43709.92
T1193357,59650.25
T1193358,53946.79
T1193359,29992.88
T1193360,50003.11
T1193361,40526.25
T1193362,31013.09
T1193363,42677.46
T1193364,30155.01
T1193365,51826.37
T1193366,35899.65
T1193367,56562.5
T1193368,43104.18
T1193369,36393.21
T1193370,26520.18
T1193371,52689.67
T1193372,31857.32
T1193373,60525.94
T1193374,60767.01
T1193375,29842.58
T1193376,25795.21
T1193377,36629.29
T1193378,58172.6
T1193379,40911.94
T1193380,43850.84
T1193381,44041.02
T1193382,36584.17
T1193383,42876.03
T1193384,48576.42
T1193385,55106.6
T1193386,44320.81
T1193387,47799.17
T1193388,34656.45
T1193389,34700.14
T1193390,33705.58
T1193391,32874.76
T1193392,36703.26
T1193393,54308.76
T1193394,47246.97
T1193395,25782.43
T1193396,37887.06
T1193397,34795.36
T1193398,23812.49
T1193399,58494.27
T1193400,43214.33
T1193401,37734.52
T1193402,41913.99
T1193403,57380.24
T1193404,49082.42
T1193405,58707.24
T1193406,41139.44
T1193407,55435.1
T1193408,34246.62
T1193409,33725.29
T1193410,32999.95
T1193411,43950.85
T1193412,61093.24
T1193413,30355.94
T1193414,43153.54
T1193415,35035.73
T1193416,43581.41
T1193417,58100.16
T1193418,56636.82
T1193419,34656.61
T1193420,55685.96
T1193421,36439.43
T1193422,35190.28
T1193423,46456.3
T1193424,56305.01
T1193425,47434.66
T1193426,35005.02
T1193427,36905.15
T1193428,33708.75
T1193429,37863.91
T1193430,43245.91
T1193431,56161.81
T1193432,34354.95
T1193433,35011.21
T1193434,62772.91
T1193435,37710.43
T1193436,33897.92
T1193437,43930.55
T1193438,31132.46
T1193439,52643.51
T1193440,76928.78
T1193441,33550.14
T1193442,36696.89
T1193443,43521.98
T1193444,78312.05
T1193445,35142.35
T1193446,58941.86
T1193447,47651.62
T1193448,45884.9
T1193449,70147.39
T1193450,57682.94
T1193451,39871.6
T1193452,33119.17
T1193453,38968.35
T1193454,44857.7
T1193455,30566.08
T1193456,23223.55
T1193457,50637.89
T1193458,39896.55
T1193459,69289.62
T1193460,63348.93
T1193461,34629.44
T1193462,38845.49
T1193463,39825.06
T1193464,35952.57
T1193465,23159.06
T1193466,79406.79
T1193467,67448.06
T1193468,39563.09
T1193469,28185.27
T1193470,32145.29
T1193471,23924.21
T1193472,81986.52
T1193473,39473.49
T1193474,34753.01
T1193475,66223.0
T1193476,64482.15
T1193477,38687.57
T1193478,29497.34
T1193479,25215.06
T1193480,52430.72
T1193481,31353.91
T1193482,24234.04
T1193483,38421.21
T1193484,52934.74
T1193485,52150.68
T1193486,52441.64
T1193487,39590.18
T1193488,71790.21
T1193489,53611.57
T1193490,65637.68
T1193491,73961.56
T1193492,66659.44
T1193493,52077.14
T1193494,35818.58
T1193495,52589.94
T1193496,33927.91
T1193497,41777.79
T1193498,48896.94
T1193499,91205.87
T1193500,62843.18
T1193501,46564.6
T1193502,39655.84
T1193503,23688.6
T1193504,63081.07
T1193505,38547.58
T1193506,34690.75
T1193507,39525.99
T1193508,39451.4
T1193509,59719.56
T1193510,42751.18
T1193511,49808.32
T1193512,66659.44
T1193513,39835.31
T1193514,39335.94
T1193515,50671.52
T1193516,38858.75
T1193517,35626.66
T1193518,62813.33
T1193519,24213.76
T1193520,44556.96
T1193521,47004.0
T1193522,51802.4
T1193523,50046.65
T1193524,63179.34
T1193525,39782.73
T1193526,40440.38
T1193527,66032.3
T1193528,32525.46
T1193529,39320.19
T1193530,35001.67
T1193531,39298.79
T1193532,42817.61
T1193533,61887.1
T1193534,35492.86
T1193535,41140.24
T1193536,39369.84
T1193537,39138.93
T1193538,50535.78
T1193539,33792.07
T1193540,31139.38
T1193541,44919.9
T1193542,31968.65
T1193543,55891.7
T1193544,54720.92
T1193545,30966.18
T1193546,39865.08
T1193547,50017.79
T1193548,39283.0
T1193549,31752.3
T1193550,69021.9
T1193551,43349.11
T1193552,42482.1
T1193553,39238.42
T1193554,31812.49
T1193555,23342.97
T1193556,52072.49
T1193557,45115.64
T1193558,48392.23
T1193559,38450.31
T1193560,68989.24
T1193561,33412.91
T1193562,54574.74
T1193563,56630.3
T1193564,24122.64
T1193565,64054.09
T1193566,53082.82
T1193567,39842.33
T1193568,50969.2
T1193569,52775.05
T1193570,35960.65
T1193571,44381.68
T1193572,39588.3
T1193573,38850.73
T1193574,43037.55
T1193575,24096.71
T1193576,53277.36
T1193577,62910.35
T1193578,28827.4
T1193579,40097.93
T1193580,39944.44
T1193581,35634.38
T1193582,39489.38
T1193583,39592.81
T1193584,24431.27
T1193585,46384.04
T1193586,39098.95
T1193587,24327.64
T1193588,28131.78
T1193589,50494.12
T1193590,39918.11
T1193591,31148.95
T1193592,48232.9
T1193593,52602.89
T1193594,42945.5
T1193595,68303.18
T1193596,35405.83
T1193597,24727.55
T1193598,44842.12
T1193599,34979.58
T1193600,44547.82
T1193601,39679.07
T1193602,38722.96
T1193603,62970.54
T1193604,44841.76
T1193605,51203.58
T1193606,36232.72
T1193607,50302.04
T1193608,53970.14
T1193609,34654.48
T1193610,39521.21
T1193611,51520.93
T1193612,43306.85
T1193613,53506.46
T1193614,63244.65
T1193615,30307.46
T1193616,68339.76
T1193617,65398.26
T1193618,51146.08
T1193619,70368.86
T1193620,41834.4
T1193621,39693.89
T1193622,52991.73
T1193623,35196.19
T1193624,68855.57
T1193625,40064.71
T1193626,38053.84
T1193627,69167.16
T1193628,53980.91
T1193629,50175.11
T1193630,27037.68
T1193631,29062.68
T1193632,27068.62
T1193633,35158.96
T1193634,40918.76
T1193635,37895.75
T1193636,68684.21
T1193637,59719.56
T1193638,64852.06
T1193639,39170.59
T1193640,38854.03
T1193641,85581.44
T1193642,51438.84
T1193643,36377.36
T1193644,66301.73
T1193645,60788.1
T1193646,39053.81
T1193647,39812.42
T1193648,49311.16
T1193649,41862.51
T1193650,39698.19
T1193651,33826.59
T1193652,32109.8
T1193653,40114.66
T1193654,39636.29
T1193655,66582.86
T1193656,67167.58
T1193657,32180.44
T1193658,50954.0
T1193659,39694.74
T1193660,43693.72
T1193661,52739.35
T1193662,44278.11
T1193663,39552.32
T1193664,57308.98
T1193665,53697.68
T1193666,38904.0
T1193667,55088.49
T1193668,30329.6
T1193669,62127.8
T1193670,58187.56
T1193671,50301.64
T1193672,64676.07
T1193673,25139.29
T1193674,41281.8
T1193675,39111.34
T1193676,40006.0
T1193677,39572.84
T1193678,37911.04
T1193679,39424.82
T1193680,30208.49
T1193681,39110.66
T1193682,31755.98
T1193683,41289.8
T1193684,43249.96
T1193685,51264.99
T1193686,25180.37
T1193687,36088.89
T1193688,25572.54
T1193689,35079.6
T1193690,38120.76
T1193691,61832.14
T1193692,54785.51
T1193693,39929.86
T1193694,39390.7
T1193695,66262.02
T1193696,32255.48
T1193697,51770.43
T1193698,44267.88
T1193699,39740.79
T1193700,54165.7
T1193701,50526.38
T1193702,66761.78
T1193703,27370.84
T1193704,50395.9
T1193705,73001.95
T1193706,38403.97
T1193707,44765.19
T1193708,34617.65
T1193709,39065.96
T1193710,39424.88
T1193711,39782.59
T1193712,54910.48
T1193713,64367.4
T1193714,39535.34
T1193715,31125.77
T1193716,39895.0
T1193717,50429.7
T1193718,39556.57
T1193719,48595.2
T1193720,39499.18
T1193721,60789.3
T1193722,52886.94
T1193723,37588.45
T1193724,51863.5
T1193725,38572.34
T1193726,68566.11
T1193727,40535.44
T1193728,43150.07
T1193729,38792.5
T1193730,32287.32
T1193731,71550.05
T1193732,39123.88
T1193733,39898.78
T1193734,87423.12
T1193735,53359.59
T1193736,84104.18
T1193737,36045.05
T1193738,33941.47
T1193739,43190.24
T1193740,47512.82
T1193741,66671.05
T1193742,27992.02
T1193743,34289.14
T1193744,51006.74
T1193745,53696.61
T1193746,40628.67
T1193747,37830.66
T1193748,39293.1
T1193749,63768.12
T1193750,32072.1
T1193751,66592.41
T1193752,42291.09
T1193753,37757.66
T1193754,49467.84
T1193755,53578.88
T1193756,39537.01
T1193757,42557.69
T1193758,48723.75
T1193759,23788.56
T1193760,67650.24
T1193761,54075.46
T1193762,39668.81
T1193763,44129.52
T1193764,35479.0
T1193765,69632.85
T1193766,66138.45
T1193767,31723.2
T1193768,34499.04
T1193769,51227.17
T1193770,31864.29
T1193771,59152.76
T1193772,49905.86
T1193773,62360.58
T1193774,39198.99
T1193775,60870.38
T1193776,49443.84
T1193777,35022.77
T1193778,31802.84
T1193779,75079.13
T1193780,42155.68
T1193781,47949.78
T1193782,37747.35
T1193783,34253.45
T1193784,31407.26
T1193785,81646.38
T1193786,31494.88
T1193787,61975.27
T1193788,67564.33
T1193789,39001.51
T1193790,35526.38
T1193791,39869.47
T1193792,30546.04
T1193793,63647.9
T1193794,38190.68
T1193795,38081.25
T1193796,83577.13
T1193797,52763.68
T1193798,26327.08
T1193799,69874.66
T1193800,60991.89
T1193801,35062.1
T1193802,48672.8
T1193803,46920.38
T1193804,39197.13
T1193805,31910.76
T1193806,35698.92
T1193807,71988.61
T1193808,66067.13
T1193809,35573.73
T1193810,40056.59
T1193811,34988.56
T1193812,24962.93
T1193813,69526.88
T1193814,57429.84
T1193815,65588.64
T1193816,52517.09
T1193817,82349.18
T1193818,43482.95
T1193819,71177.7
T1193820,39989.09
T1193821,55171.01
T1193822,60432.9
T1193823,84325.5
T1193824,70297.24
T1193825,39449.24
T1193826,36843.2
T1193827,81648.99
T1193828,40998.65
T1193829,68787.86
T1193830,52061.05
T1193831,39532.43
T1193832,35537.51
T1193833,40520.55
T1193834,83963.28
T1193835,63470.21
T1193836,36422.78
T1193837,50917.0
T1193838,65945.36
T1193839,32968.44
T1193840,43026.89
T1193841,70276.73
T1193842,67900.24
T1193843,51888.68
T1193844,73238.93
T1193845,48919.49
T1193846,70171.76
T1193847,39688.9
T1193848,69323.48
T1193849,39266.74
T1193850,72461.27
T1193851,41876.99
T1193852,36180.9
T1193853,47195.68
T1193854,41867.6
T1193855,41208.14
T1193856,49695.55
T1193857,54018.9
T1193858,67112.64
T1193859,34584.02
T1193860,42083.09
T1193861,31598.1
T1193862,49591.36
T1193863,54142.38
T1193864,49031.14
T1193865,51398.14
T1193866,47064.15
T1193867,56412.97
T1193868,63713.36
T1193869,78566.05
T1193870,43300.57
T1193871,43204.92
T1193872,83960.24
T1193873,40052.33
T1193874,43600.56
T1193875,40171.68
T1193876,83422.86
T1193877,52849.0
T1193878,40042.86
T1193879,39459.44
T1193880,41744.85
T1193881,52068.25
T1193882,63248.59
T1193883,49781.9
T1193884,67785.68
T1193885,52099.2
T1193886,45191.46
T1193887,36684.07
T1193888,40117.03
T1193889,41697.91
T1193890,71056.38
T1193891,53723.81
T1193892,24629.01
T1193893,32427.46
T1193894,30433.98
T1193895,31579.61
T1193896,40841.05
T1193897,82446.84
T1193898,74146.52
T1193899,47335.54
T1193900,39468.65
T1193901,71904.98
T1193902,44037.56
T1193903,41592.87
T1193904,51945.88
T1193905,43128.11
T1193906,39625.79
T1193907,68849.03
T1193908,52199.9
T1193909,34972.01
T1193910,51988.11
T1193911,41483.82
T1193912,32501.54
T1193913,27798.72
T1193914,40343.9
T1193915,61103.28
T1193916,50956.91
T1193917,40119.78
T1193918,81843.6
T1193919,87152.26
T1193920,71087.12
T1193921,41219.91
T1193922,52159.18
T1193923,37553.49
T1193924,54160.75
T1193925,65391.69
T1193926,49036.11
T1193927,70391.77
T1193928,41635.4
T1193929,40331.28
T1193930,45740.37
T1193931,40981.34
T1193932,51945.88
T1193933,55305.99
T1193934,43677.03
T1193935,43763.8
T1193936,40841.36
T1193937,50063.55
T1193938,71037.63
T1193939,42704.56
T1193940,65310.83
T1193941,35227.71
T1193942,87045.91
T1193943,51576.47
T1193944,29604.11
T1193945,44170.58
T1193946,54948.9
T1193947,54475.9
T1193948,44695.8
T1193949,44110.67
T1193950,65628.19
T1193951,25688.16
T1193952,40757.65
T1193953,56403.71
T1193954,87482.46
T1193955,58977.1
T1193956,52377.05
T1193957,43069.05
T1193958,51679.45
T1193959,77810.81
T1193960,33584.73
T1193961,40835.03
T1193962,48349.57
T1193963,91227.56
T1193964,32068.06
T1193965,35879.56
T1193966,48292.46
T1193967,39985.38
T1193968,47791.11
T1193969,70731.58
T1193970,42547.59
T1193971,52736.07
T1193972,36555.66
T1193973,40357.2
T1193974,34958.78
T1193975,57060.5
T1193976,53122.91
T1193977,51348.09
T1193978,42761.0
T1193979,58775.21
T1193980,58798.0
T1193981,69019.61
T1193982,64781.78
T1193983,48217.79
T1193984,47747.25
T1193985,34582.68
T1193986,37513.8
T1193987,32584.13
T1193988,65113.15
T1193989,52123.26
T1193990,52246.13
T1193991,67769.62
T1193992,49817.7
T1193993,35574.56
T1193994,60341.38
T1193995,52216.66
T1193996,55292.98
T1193997,37316.59
T1193998,79716.64
T1193999,51784.45
T1194000,40398.34
T1194001,59746.94
T1194002,41538.87
T1194003,40825.71
T1194004,53639.72
T1194005,23835.95
T1194006,68075.76
T1194007,53643.61
T1194008,46273.21
T1194009,48327.5
T1194010,55461.29
T1194011,40479.4
T1194012,44112.4
T1194013,27662.26
T1194014,65096.72
T1194015,27172.18
T1194016,67942.64
T1194017,66225.13
T1194018,39239.81
T1194019,52823.72
T1194020,39696.17
T1194021,70207.53
T1194022,81705.95
T1194023,39922.17
T1194024,53639.67
T1194025,52438.61
T1194026,35277.36
T1194027,52340.09
T1194028,51289.15
T1194029,46137.11
T1194030,32612.93
T1194031,61067.38
T1194032,70035.67
T1194033,59124.34
T1194034,40808.32
T1194035,40700.02
T1194036,51118.1
T1194037,41272.74
T1194038,58202.38
T1194039,40353.91
T1194040,39577.62
T1194041,24850.7
T1194042,67433.39
T1194043,24344.59
T1194044,35280.42
T1194045,68637.76
T1194046,49044.54
T1194047,63633.09
T1194048,82895.96
T1194049,66633.4
T1194050,36246.78
T1194051,32037.79
T1194052,56234.05
T1194053,36508.68
T1194054,65928.75
T1194055,40699.83
T1194056,28645.55
T1194057,58756.3
T1194058,69751.07
T1194059,68118.66
T1194060,40918.28
T1194061,62876.18
T1194062,41457.52
T1194063,43937.53
T1194064,59289.09
T1194065,52089.46
T1194066,35374.15
T1194067,51166.58
T1194068,45302.53
T1194069,70897.46
T1194070,60791.47
T1194071,52811.77
T1194072,33078.7
T1194073,60259.02
T1194074,33755.0
T1194075,84373.65
T1194076,67786.63
T1194077,32779.83
T1194078,40865.63
T1194079,66211.18
T1194080,39880.48
T1194081,43909.25
T1194082,43532.11
T1194083,81186.64
T1194084,41413.89
T1194085,42921.3
T1194086,33204.16
T1194087,40156.22
T1194088,50956.91
T1194089,52232.14
T1194090,33540.11
T1194091,64299.44
T1194092,39807.47
T1194093,31905.6
T1194094,56663.68
T1194095,43221.06
T1194096,42815.96
T1194097,26248.04
T1194098,73514.91
T1194099,43498.5
T1194100,43810.67
T1194101,35016.32
T1194102,41612.78
T1194103,89916.86
T1194104,32852.58
T1194105,24359.89
T1194106,68857.67
T1194107,40042.14
T1194108,56648.74
T1194109,41228.53
T1194110,52896.44
T1194111,68875.6
T1194112,64267.8
T1194113,28615.71
T1194114,63796.08
T1194115,68139.28
T1194116,40916.21
T1194117,38766.26
T1194118,53854.41
T1194119,84347.1
T1194120,79454.7
T1194121,48203.28
T1194122,41305.1
T1194123,52094.42
T1194124,59188.84
T1194125,52172.77
T1194126,81077.79
T1194127,25429.74
T1194128,38869.26
T1194129,31251.34
T1194130,53830.75
T1194131,50668.99
T1194132,43501.03
T1194133,23472.69
T1194134,71761.73
T1194135,65053.93
T1194136,40850.87
T1194137,40065.41
T1194138,69516.72
T1194139,31692.69
T1194140,39037.76
T1194141,42102.3
T1194142,46121.04
T1194143,86372.99
T1194144,36216.41
T1194145,83059.37
T1194146,67961.55
T1194147,58330.92
T1194148,39153.76
T1194149,52908.64
T1194150,50202.52
T1194151,51226.5
T1194152,50728.88
T1194153,41039.81
T1194154,27948.12
T1194155,41381.25
T1194156,40927.26
T1194157,45510.39
T1194158,81485.2
T1194159,34557.67
T1194160,38928.14
T1194161,53173.14
T1194162,33898.3
T1194163,25060.42
T1194164,24398.97
T1194165,53269.0
T1194166,98416.25
T1194167,41208.83
T1194168,48744.07
T1194169,69682.38
T1194170,85509.81
T1194171,34860.73
T1194172,55463.91
T1194173,53568.3
T1194174,73953.29
T1194175,47208.52
T1194176,42290.88
T1194177,51185.14
T1194178,41012.04
T1194179,48268.8
T1194180,53371.54
T1194181,32379.73
T1194182,36609.5
T1194183,42910.5
T1194184,41447.37
T1194185,42599.06
T1194186,29309.86
T1194187,40048.39
T1194188,54466.78
T1194189,56720.45
